artist,title,url
Stray Kids,Mixtape : Gone Days,https://youtu.be/KAPXc0M4tLg?si=P3IGDtdK-qrcLusE
Stray Kids,바람 (Levanter),https://youtu.be/Fpgd3ac3_nM?si=1JXlN1hb7n4sauA6
Stray Kids,Astronaut,https://youtu.be/ZnpEBYvgiAU?si=OQ5pwQrIBO0BBJoA
Stray Kids,Double Knot,https://youtu.be/UWoyeuwj9c0?si=TiORLfg-hk8i-E53
Stray Kids,부작용(Side Effects),https://youtu.be/5rPluw_-Eb4?si=RgJHYHxQJ-rzig3o
Stray Kids,MIROH,https://youtu.be/Dab4EENTW5I?si=lhTz38BRFfb4vY2l
Stray Kids,Get Cool,https://youtu.be/BcXwZEbOvpo?si=-oLlehAuP0bdw2Fk
Stray Kids,I am YOU,https://youtu.be/CNfodZluR-Q?si=uZrohQ0Fl__uCBbv
Stray Kids,My Pace,https://youtu.be/pok5yDw77uM?si=NJl7X_z3fZh0ehwK
Stray Kids,District 9,https://youtu.be/u6unJQownW4?si=Gd6cO8M7VoHPdukd
Stray Kids,Hellevator,https://youtu.be/AdfIfFGCqgo?si=UcEL5ld8AbW51AZa
SEVENTEEN,Bad Influence,https://youtu.be/skso_fkQcg0?si=4CqzZFVaM0293v6W
SEVENTEEN,THUNDER,https://youtu.be/pS57UX6s-xw?si=TGnRmxLFJrZE6CWm
SEVENTEEN,Eyes on you,https://youtu.be/JjvX09nG2F0?si=rHSwvs8RkWEQyEKe
SEVENTEEN,"LOVE, MONEY, FAME",https://youtu.be/5NPe8_gDSr4?si=Wmo7FSijVoHwr7bT
SEVENTEEN,청춘찬가,https://youtu.be/bw4AuPrLWeA?si=YQ_lWTYHYhPgFwdP
SEVENTEEN,Spell,https://youtu.be/gbLkxltoD9o?si=TBsM5JiXJsd9zpN9
SEVENTEEN,LALALI,https://youtu.be/F2qZWD0F7rM?si=BUZm6KvS9U7JLf6v
SEVENTEEN,MAESTRO,https://youtu.be/ThI0pBAbFnk?si=VKa3UyttqYBhzLjy
SEVENTEEN,음악의 신,https://youtu.be/zSQ48zyWZrY?si=NH6jN3rIdE9ByM0n
SEVENTEEN,F*ck My Life,https://youtu.be/9kpuOoIh3wU?si=iatHPtMUT4uS9FWT
SEVENTEEN,손오공,https://youtu.be/-GQg25oP0S4?si=D6NDafTeZZCxljgf
SEVENTEEN,DREAM,https://youtu.be/6H8QHeC_VPs?si=sWjthZ85sEQotjG5
SEVENTEEN,_WORLD,https://youtu.be/VCDWg0ljbFQ?si=823t62UPXT4-i8JE
SEVENTEEN,HOT,https://youtu.be/gRnuFC4Ualw?si=WreoldirJpcgV6j_
SEVENTEEN,Darl+ing,https://youtu.be/bTtNV6hgDno?si=hItUpI5QtFAf7_je
SEVENTEEN,Rock with you,https://youtu.be/WpuatuzSDK4?si=dAeu8-HawqcMRRGb
SEVENTEEN,Ready to love,https://youtu.be/yCvSR4lSqTg?si=vNfxiljqzBFEvzEx
SEVENTEEN,HOME;RUN,https://youtu.be/UB4FzllQCyc?si=lc2d24kqPmKpztyg
SEVENTEEN,Left & Right,https://youtu.be/HdZdxocqzq4?si=ZHgElSERjUVBkHZk
SEVENTEEN,My My,https://youtu.be/PQOJJ037ys8?si=fWj2aKkHb1pdAzlu
SEVENTEEN,독 : Fear,https://youtu.be/ap14O5-G7UA?si=Pmkb2qauVfk0oIhc
SEVENTEEN,HIT,https://youtu.be/F9CrRG6j2SM?si=JU4_fJGxYk_o7UhH
SEVENTEEN,Home,https://youtu.be/R9VDPMk5ls0?si=xiTOMAvBO2n81GYz
SEVENTEEN,숨이 차 (Getting Closer),https://youtu.be/cr_lx0GSfrA?si=bXxBw5UrjW_FQ57Z
SEVENTEEN,어쩌나 (Oh My!),https://youtu.be/_5PELxP8Udg?si=TM67aIItNZmSP7fC
SEVENTEEN,거침없이(Just do it),https://youtu.be/YGXiVHTy0JE?si=v8N3As7EE3Ax0TxU
SEVENTEEN,고맙다(THANKS),https://youtu.be/gZItyr1SNjU?si=Pyz4HFVH5QQzeMCp
SEVENTEEN,박수(CLAP),https://youtu.be/CyzEtbG-sxY?si=UxWEXe0zZM4NC6Bq
SEVENTEEN,울고 싶지 않아 (Don't Wanna Cry),https://youtu.be/zEkg4GBQumc?si=UUHS0thy-L9f9vqZ
SEVENTEEN,웃음꽃(Smile Flower),https://youtu.be/PFCQiURzLkk?si=95gzj4qYvqPA7YM6
SEVENTEEN,붐붐(BOOMBOOM),https://youtu.be/CNEeAaH3bFc?si=2_8_-WkIbDj9XlKO
SEVENTEEN,Check-In,https://youtu.be/Tct9c4MrmMA?si=6WbRxiCRPTrBt4yn
SEVENTEEN,힐링(Healing),https://youtu.be/BZD5m9K8hxk?si=GhSyVSrALTm43a2X
SEVENTEEN,아주 NICE,https://youtu.be/KvA9T3MputA?si=qbwssN8bbO0yFfqu
SEVENTEEN,사랑쪽지(Love Letter),https://youtu.be/UwZv5jjPaBE?si=xuNvE09WsfsGQy48
SEVENTEEN,예쁘다 (Pretty U),https://youtu.be/J5juKw-mnGw?si=sVMWPfP2MeIf78tu
SEVENTEEN,아낀다 (Adore U),https://youtu.be/9rUFQJrCT7M?si=Rl2JYCK9qkWIYo_n
EXO,CALL ME BABY,https://youtu.be/yWfsla_Uh80?si=mv4rms8kcWYUy3Ei
EXO,LOVE ME RIGHT,https://youtu.be/RuqaVryDRd0?si=FsWnXfRsYS9nDVl0
EXO,Sing For You,https://youtu.be/nqaSboKBIuA?si=rNpHTFYy9WB7R_jM
EXO,Lucky One,https://youtu.be/73QzQYN8FtE?si=Iz3SM3mWI7L8iciI
EXO,Monster,https://youtu.be/KSH-FVVtTf0?si=1t32uSMnN1eGJm44
EXO,Lotto,https://youtu.be/tbe3pe2BtwA?si=6zKr15vWKvJQmAcm
EXO,For Life,https://youtu.be/DTiZ0aCm3rs?si=f_w6thWtijvOqgwy
EXO,Ko Ko Bop,https://youtu.be/IdssuxDdqKk?si=yadYOA10U1wE_gyJ
EXO,"Power ",https://youtu.be/sGRv8ZBLuW0?si=kbnPM7CdtAlMRYma
EXO,Universe,https://youtu.be/leu-cTvMWTA?si=WGgXDlimxtJb55zm
EXO,Tempo,https://youtu.be/iwd8N6K-sLk?si=0WD7wJLQdjSBrgjs
EXO,Love Shot,https://youtu.be/pSudEWBAYRE?si=ueD6VPg4U7g_hk8-
EXO,Obsession,https://youtu.be/uxmP4b2a0uY?si=a3c8K-RBiRJPP1np
EXO,Don't fight the feeling,https://youtu.be/2IkoKhr6Tss?si=eiL0mjV3i12PRzUc
EXO,Let Me In,https://youtu.be/91VhCIQNjIc?si=v--C5wtK5gj9CCw-
EXO,Hear Me Out,https://youtu.be/r2VZQa2IgP4?si=xMAXXEZ3bwh3adyz
EXO,Cream Soda,https://youtu.be/i5nUufn_FmE?si=mTnrMeKuhSdwydpu
TXT,어느날 머리에서 뿔이 자랐다 (CROWN),https://youtu.be/W3iSnJ663II?si=Pu4tOr3AKrcJoJGt
TXT,Cat & Dog,https://youtu.be/NaKrke1EL1A?si=aBRTp5vcrQqGD1xk
TXT,별의 낮잠 (Nap of a star),https://youtu.be/XkDA02FHHik?si=x907iS1a6-1TnwU1
